targets,runtime
0,0.009713
50,0.9271229999999999
100,1.846625
150,2.894525
200,3.872486
250,4.5970509999999996
300,5.477157
350,6.52719
400,7.412749
450,8.332405
500,9.392692
550,10.189570999999999
600,11.225736
650,12.247584999999999
700,13.005837999999999
750,14.216921999999999
800,14.965423999999999
850,15.776511999999999
900,17.143178
950,17.503874
1000,18.307804
