targets,runtime
0,0.011557999999999999
50,0.915623
100,1.778651
150,2.6602509999999997
200,3.3790609999999996
250,4.3803909999999995
300,5.028269
350,5.841283
400,6.645773999999999
450,7.414676999999999
500,8.391430999999999
550,9.242579
600,9.878273
650,10.778644
700,11.666587999999999
750,12.504885999999999
800,13.397300999999999
850,13.915633
900,15.164888
950,15.944175
1000,16.330402
