targets,runtime
0,0.01006
50,1.051416
100,2.103301
150,3.1397459999999997
200,4.1685099999999995
250,5.324113
300,6.2842009999999995
350,7.259804
400,8.332939999999999
450,9.468649
500,10.489989999999999
550,11.54289
600,12.687686
650,13.882693999999999
700,14.834852
750,15.9589
800,16.8556
850,17.813504
900,18.998153
950,19.864313
1000,20.764976
