targets,runtime
0,0.010273
50,0.740487
100,1.437319
150,2.125839
200,2.898803
250,3.4559409999999997
300,4.293908
350,4.837733
400,5.634441
450,6.280345
500,7.1979239999999995
550,7.68108
600,8.668396999999999
650,9.435113
700,10.087235
750,10.507555
800,11.392275999999999
850,12.344702999999999
900,13.040585
950,13.412118999999999
1000,13.839516
